"Rufen Sie uns bitte an:","به ما تلفن کنید:"
"Schreiben Sie uns dafür eine E-Mail:","برای ما در رابطه ایمیل بنویسید:"
"Schwangere","زن های باردار"
"Sie entscheiden, worüber wir reden.","شما تصمیم میگیرید ، که ما در چه موردی صحبت کنیم."
"Sie gehen keine Verpflichtungen ein.","شما هیچ تعهدی ندارید."
"Sie können sich um 9:00 Uhr bei uns im Büro zur Beratung anmelden. Bei Fragen rufen Sie uns an:","شما میتوانید خود را از ساعت 9:00 به دفتر ما برای مشاوره معرفی کنید. اگر پرسش دارید با ما تماس بگیرید:"
"Sie können zu uns kommen:","میتوانید در صورت تمایل به ما مراجعه کنید چنانچه:"
"Spendenkonto","اهدا"
"Sprechzeiten und Anmeldung","ساعات کار و نام نویسی"
"Telefon","تلفن"
"und weitere Angebote.","و پیشنهاد های دیگر."
"Unsere Beraterinnen sehen sich Ihre ganze Situation an und unterstützen Sie dann.","مشاورین ما موقعیت عمومی شما را در نظر می گیرند وآنگاه از شما پشتیبانی میکنند."
"Unterstützung durch Gespräche","پشتیبانی از راه گفت وگو"
"Versuchen Sie es einfach!","لطفاً امتحان کنید!"
"von 9:00 bis 17:00 Uhr","از ساعت 9:00 تاساغت 17:00"
"Wenn Sie das wünschen, können wir Sie auch anonym beraten. Sie müssen uns dann nicht Ihren Namen nennen.","اگر شما میخواهید , ما میتوانیم شما را بدون شناسایی مشوره بدهیم. در آن صورت شما نا گزیر نیستید که نام خود را بگویید."
"Wenn Sie eine Beratung brauchen:","اگر شما به مشاوره نیاز دارید:"
"Wenn Sie eine*n Sprachmittler*in bei der Beratung dabei haben wollen, rufen Sie bitte vorher bei uns an.","اگر شما برای مشاوره به ترجمان | برگرداننده | نیاز دارید ، لطفاً از پیش با ما تماس بگیرید. "
"Wenn Sie immer an schlimme Dinge denken müssen.","اگر همیشه به اتفاقات ناگوار فکر میکنید."
"Wenn Sie mit jemandem reden wollen.","اگر میخواهید با یک نفر صحبت کنید. "
"Wenn Sie mit jemandem über Ihre Probleme reden wollen."," اگر می خواهید با کسی در باره ی مشکلات تان صحبت کنید."
"Wenn Sie nicht wissen, wie Sie weiterleben sollen."," اگرنمی‌دانید چطور به زندگی ادامه دهید."
"Wenn Sie oft und große Angst haben."," اگر اغلب پیش می‌آید که دلهره دارید ویا مداوم احساس ترس و یا وحشت میکنید."
"Wenn Sie Probleme mit Ihren Freund*innen haben."," اگر مشکلات با دوستانتان دارید."
"Wenn Sie Probleme mit Ihrer Familie haben."," اگر مشکلات با خانواده تان دارید."
"Wenn Sie schlecht schlafen."," اگر نمی‌توانید بخوابید."
"Wenn Sie sehr oft traurig sind."," اگر اغلب احساس ناراحتی می‌کنید."
"Wenn Sie sich einsam fühlen."," اگر احساس تنهایی می‌کنید."
"Wenn Sie sich hilflos fühlen."," اگر احساس ناتوانی می‌کنید."
"Wenn Sie sich nicht konzentrieren können."," اگر نمی توانید خود را تمرکز دهید."
"Wenn zu viele Gedanken in Ihrem Kopf sind."," اگر افکار بسیار متفاوتی به ذهن شما هجوم می‌آورند."
"**Wir beraten auf verschiedenen Sprachen**, zum Beispiel Arabisch, Deutsch, Englisch, Italienisch, Kurdisch, Spanisch, Dari, Farsi, Französisch, und so weiter.","**ما به زبان های مختلف مشاوره میدهیم**. مانند عربی، آلمانی، انگلیسی، ایتالیایی،کردی، هسپانیایی، دری، فارسی، فرانسه ودیگر..."
"Wir beraten nicht am Telefon und nicht per E-Mail.","ما از راه تلفن ویا ایمیل مشاوره نمیدهیم."
"Wir beraten Sie zu Asyl- und Aufenthaltsrecht.","ما به شما در زمینه های پناهندگی و اقامت مشاوره می دهیم."
"Wir beraten:","ما مشاوره میدهیم:"
"Wir bieten kostenlose Deutschkurse an.","ما کورس های رایگان زبان آلمانی را عرضه می کنیم."
"Wir haben auch Sprachmittler*innen.","ما همچنین ترجمان ها یا برگردانندگان زبان را داریم."
"Wir haben zum Beispiel Menschen, die Sie zu Ämtern, Ärzt*innen und Rechtsanwält*innen begleiten.","ما طور مثال همکارانی را داریم که شما را به اداره ها ,دکتر ها و وکیل ها همراهی میکنند."
"Wir helfen dir einmal im Monat.","ما شما را یک بار در ماه کمک میکنیم."
"Wir hören Ihnen zu.","ما به صحبت های شما گوش می دهیم."
"Wir suchen mit Ihnen zusammen Wege, wie Sie mit Ihren Problemen umgehen können.","ما همراه با شما راه هایی را جستجو می کنیم که چگونه شما برمشکلات تان غلبه کنید."
"Wir unterstützen Sie in den Räumen der KuB.","ما از شما درحد امکانات KuB پشتیبانی میکنیم. "
"Zu uns kommen sehr viele Ratsuchende. Kommen Sie daher bitte früh am Morgen. Am besten schon um 8:30 Uhr.","به دلیل مراجعه زیاد متقاضیان مشاوره، خواهشمندیم صبح زود بیایید. بهتر است ساعت 8.30 اینجا باشید."
