"Wir beraten Sie zu Asyl- und Aufenthaltsrecht.","نقدم جلسات استشارية حول قانوني اللجوء والإقامة."
"Wir beraten:","نقدم الاستشارات:"
"Wir bieten kostenlose Deutschkurse an.","نقدم دورات مجانية في اللغة الألمانية."
"Wir haben auch Sprachmittler*innen.","لدينا كذلك مترجمون ومترجمات."
"Wir haben zum Beispiel Menschen, die Sie zu Ämtern, Ärzt*innen und Rechtsanwält*innen begleiten.","لدينا على سبيل المثال أشخاص مستعدون لمرافقتك إلى المكاتب الإدارية أو الأطباء أو المحامين."
"Wir helfen dir einmal im Monat.","نقدم لك المساعدة مرة واحدة في الشهر."
"Wir hören Ihnen zu.","نحن نستمع إليك."
"Wir suchen mit Ihnen zusammen Wege, wie Sie mit Ihren Problemen umgehen können.","سنبحث معاً عن طرق للتغلب على مشاكلك."
"Wir unterstützen Sie in den Räumen der KuB.","نقدم خدماتنا الاستشارية ضمن القاعات المتواجدة في كوب."
"Zu uns kommen sehr viele Ratsuchende. Kommen Sie daher bitte früh am Morgen. Am besten schon um 8:30 Uhr.","يوجد طلب كبير على خدماتنا الاستشارية. لذلك ننصحكم بالحضور باكراً الساعة 8:30 صباحاً."
